;id;user;fullname;url;timestamp;replies;likes;retweets;text
2126;1126290779473829888;indepreserve;Independent Reserve;/indepreserve/status/1126290779473829888;2019-05-08 23:00:21+00;1.0;3.0;0.0;"IR market update ( $AUD ): 

$BTC $8 603.97 (3.71%) 
$XRP $0.42225 (1.75%) 
$ETH $244.23 (2.58%) 
$EOS $6.9991 (3.69%) 
$BCH $414.00 (2.98%) 

For more details see here: https://www.independentreserve.com "
2127;1126290707533033472;BTC_Stats;BTC-Stats;/BTC_Stats/status/1126290707533033472;2019-05-08 23:00:04+00;0.0;0.0;0.0;"  2019/05/09 10:00:04
 BTCドミナンス : 56.6638%
  未承認 : 19,538
 BitFlyer SPOT/FX/乖離
　　660,502 / 661,111 / 0.092%
 BitMex 調達率
　　BTC : -0.1053% / -0.0876%
　　ETH : 0.0642% / 0.01%
 Finex FRR
　　BTC : 25.163%
　　USD : 14.902%"
2128;1126278116467453952;aWebAnalysis;aWebAnalysis;/aWebAnalysis/status/1126278116467453952;2019-05-08 22:10:02+00;0.0;0.0;0.0;"Bitcoin BTC Current Price:
$5,996.04
1 Hour: 0.28 % | 24 Hours: 2.00 % | 7 Days: 11.16 %
#btc #bitcoin"
2133;1126290711266168832;CryptoPriceCall;Crypto Price Trading 30m;/CryptoPriceCall/status/1126290711266168832;2019-05-08 23:00:05+00;0.0;0.0;0.0;"$BTC : +0.44% 6008$
Top (last h):
$SAN : +7.15% 14130st
$ORBS : +6.72% 593st
$DENT : +4.62% 13st
$ZEN : +4.00% 192124st
Worst (last h):
$MXM : -3.11% 734st
$BSV : -1.85% 964623st
$RVN : -1.82% 751st
#cryptocurrency #blockchain"
2134;1126290705821966336;coin_chart;仮想通貨チャート;/coin_chart/status/1126290705821966336;2019-05-08 23:00:04+00;0.0;0.0;0.0;"2019/05/09 10:00
BTC 659640円
ETH 18744.4円
ETC 627.9円
BCH 31469.9円
XRP 32.5円
XEM 5.6円
LSK 187.2円
MONA 105.4円

#仮想通貨 #ビットコイン #Bitcoin #bitFlyer #Coincheck"
2135;1126290702365790208;kurneoldu;Kur Ne Oldu;/kurneoldu/status/1126290702365790208;2019-05-08 23:00:03+00;0.0;0.0;0.0;₿ #BTCUSD #Bitcoin = 6.060,61 #Dolar Güncelleme Saati : 04:00
2137;1126290697064210433;cryptoc_cheap;いま注目の格安仮想通貨！;/cryptoc_cheap/status/1126290697064210433;2019-05-08 23:00:02+00;0.0;0.0;0.0;"2019/05/09 10:00
#Binance 格安コイン

1位 #NPXS 0.00000010 BTC(0.07円)
2位 #BTT 0.00000011 BTC(0.07円)
3位 #DENT 0.00000013 BTC(0.09円)
4位 #HOT 0.00000020 BTC(0.13円)
5位 #BCN 0.00000022 BTC(0.15円)

#仮想通貨 #アルトコイン #草コイン"
2138;1126290696170643456;asens_inc;ASENS inc.;/asens_inc/status/1126290696170643456;2019-05-08 23:00:02+00;0.0;0.0;0.0;"05/09 10:00現在

#Bitcoin : 658,500円↑
#NEM #XEM : 5.5755円↑
#Monacoin : 106円↓
#Ethereum : 18,750円↑
#Zaif : 0.197円→"
2139;1126290695990534148;stratumHKBot;StratumHKBot;/stratumHKBot/status/1126290695990534148;2019-05-08 23:00:02+00;0.0;0.0;0.0;"Preços Bank To Crypto:

BITCOIN: R$ 23.943,19
BITCOIN-CASH: R$ 1.252,54
ETHEREUM: R$ 715,56
SMARTCASH: R$ 0,05
ZCORE: R$ 0,59

http://bktc.com.br  #stratum #forkthebanks 
08/05/19-22:00"
2140;1126290694031548416;coinstats;Coinstats;/coinstats/status/1126290694031548416;2019-05-08 23:00:01+00;0.0;0.0;0.0;"Bitcoin - BTC
Price: $6,010.96
Change in 1h: +0.48%
Market cap: $106,333,625,309.00
Ranking: 1
#Bitcoin #BTC"
2141;1126290692857315332;short_vs_long;SHORT vs LONG(Beta);/short_vs_long/status/1126290692857315332;2019-05-08 23:00:01+00;0.0;0.0;0.0;"24H
2019/05/08 21:00 (2019/05/07 21:00)
LONG : 18384.57 BTC (+116.84 BTC)
SHORT : 32423.37 BTC (+341.98 BTC)
LS比 : 36%  vs 63% (36% vs 63%)"
2142;1126290691825520640;stratumHKBot;StratumHKBot;/stratumHKBot/status/1126290691825520640;2019-05-08 23:00:01+00;0.0;0.0;0.0;"Prices in USD: 
BTC 6.445,54 / 5.602,20
BCH 316,17 / 273,06
BTG 21,49 / 18,56
DGB 0,01 / 0,01
DSH 129,99 / 112,26
ETH 185,31 / 163,00
RBTC 6.314,22 / 5.712,86
SMART 0,01 / 0,01
TUSD 1,07 / 0,97
XEM 0,05 / 0,05
XRP 0,32 / 0,29
ZCR 0,13 / 0,12
ZEC 64,39 / 55,61
#stratum"
2143;1126290692098207744;short_vs_long;SHORT vs LONG(Beta);/short_vs_long/status/1126290692098207744;2019-05-08 23:00:01+00;0.0;0.0;0.0;"1H
2019/05/08 21:00 (2019/05/08 20:00)

LONG : 18384.57 BTC (+85.39 BTC)
SHORT : 32423.37 BTC (-23.78 BTC)

LS比 : 36%  vs 63% (36% vs 63%)"
2144;1126290191449149440;cointrend_jp;COINTREND;/cointrend_jp/status/1126290191449149440;2019-05-08 22:58:01+00;0.0;0.0;0.0;"ツイート数の多かった仮想通貨
1位 $BTC 418 Tweets
2位 $TRX 194 Tweets
3位 $DOGE 70 Tweets
4位 $C20 57 Tweets
5位 $XRP 35 Tweets
2019-05-09 08:00 ～ 2019-05-09 08:59
COINTREND いまTwitterで話題の仮想通貨を探せ！
https://cointrend.jp/ "
2145;1126289499783176192;bmwMischelle;Mischelle Watkins;/bmwMischelle/status/1126289499783176192;2019-05-08 22:55:16+00;0.0;2.0;1.0;$BTC  I see some sub penny traders now jumping up and down cause $BTC is at $6000.00 The key level psychologically is $10,000.00 I'll Feel a little more at ease when this level starts to consolidate.
2146;1126289019040673792;tr_ticker;Tr Ticker Bot;/tr_ticker/status/1126289019040673792;2019-05-08 22:53:22+00;0.0;0.0;0.0;"#Doviz
-------------------
#USD : 6.1839
#EUR : 6.9272
#GBP : 8.0460
--------------------------------------
#BTC
-------------------
#Gobaba  : 40563.17
#BtcTurk : 36697.00
#Koinim  : 36669.00
#Paribu  : 36700.00
#Koineks : 37149.99"
2147;1126288644887719941;BitmaxSignals;Bitmax Signals;/BitmaxSignals/status/1126288644887719941;2019-05-08 22:51:53+00;0.0;0.0;0.0;$BTCUSD 1 Hour | UPTREND Continued | 09-May-2019 00:47:37 UTC | $BTC #cryptosignal #crypto #cryptocurrency #bitcoin
2148;1126275606512054272;coin_chart;仮想通貨チャート;/coin_chart/status/1126275606512054272;2019-05-08 22:00:04+00;0.0;0.0;0.0;"2019/05/09 09:00
BTC 653707円
ETH 18667.6円
ETC 623.7円
BCH 31291.6円
XRP 32.7円
XEM 5.5円
LSK 185.8円
MONA 105.1円

#仮想通貨 #ビットコイン #Bitcoin #bitFlyer #Coincheck"
2149;1126288627947003910;qwikad;QwikAd.com | Classified Ads;/qwikad/status/1126288627947003910;2019-05-08 22:51:48+00;0.0;0.0;0.0;"INVEST $1 BITCOIN OPPORTUNITY WORLDWIDE ?. $1 and SET n Forget ! - $1.00 

Find Out More:  https://qwikad.com/697/posts/20-Income-Opps/129-Business-Opportunities/731686-INVEST-1-BITCOIN-OPPORTUNITY-WORLDWIDE-1-and-SET-n-Forget-.html …
#ClassifiedAds #INVEST #BITCOIN #OPPORTUNITY #WORLDWIDE"
2150;1126288219861995521;cryptobengal;cryptobengal  🔑 🥩;/cryptobengal/status/1126288219861995521;2019-05-08 22:50:11+00;0.0;0.0;0.0;"Bitcoin (BTC)
$6,001.42 USD (2.39%) 
1.00000000 BTC (0.00%)
"
2151;1126284375060934656;MarcosCauduro;Marcos;/MarcosCauduro/status/1126284375060934656;2019-05-08 22:34:55+00;1.0;1.0;0.0;El Bitcoin acaba de romper la barrera de los $6,000.00 dólares, regresó un poco solo para ubicárse por debajo pero creo que esta vez subirá significativamente por encima antes de la próxima fuerte corrección en su carrera alcista Go #BTC !
2152;1126283788907098113;Cryptoldea;Crypto Idea;/Cryptoldea/status/1126283788907098113;2019-05-08 22:32:35+00;0.0;0.0;0.0;"Near BUY: #ADA/ETH
Near SELL: #XMR/USD
GOOD TIME TO SELL: #BTG/USD
Near BUY: #REP/USD
Near SELL: #BTC/USD

#BTC Price: 6013.05
#XRP Price: 0.2994

00:32:34 • 5/9/2019 UTC"
2153;1126283162999566336;CryptoPriceCall;Crypto Price Trading 30m;/CryptoPriceCall/status/1126283162999566336;2019-05-08 22:30:06+00;0.0;0.0;0.0;"$BTC : +0.24% 5990$
Top (last h):
$KMD : +6.39% 19730st
$ORBS : +4.05% 588st
$ZEN : +4.00% 189423st
$AOA : +1.39% 298st
Worst (last h):
$OMG : -3.29% 28046st
$LSK : -2.68% 27461st
$RVN : -2.38% 753st
#cryptocurrency #blockchain"
2154;1126279803009732609;crosscoinco;CrossCoin.co;/crosscoinco/status/1126279803009732609;2019-05-08 22:16:44+00;0.0;0.0;0.0;The largest cross-border arbitrage seen by @CrossCoinCo at 00:15 UTC: buy #BTC for UAH on Exmo, then transfer it to Negociecoins and sell it for BRL. The arbitrage spread is 9.7%.  More: http://crosscoin.co 
2155;1126280656894550017;ovallegt;Sergio Ovalle;/ovallegt/status/1126280656894550017;2019-05-08 22:20:08+00;0.0;1.0;0.0;$BTC 6,000.00 USD
2156;1126278968083189765;CryptoPolka;Da Crypto Polka;/CryptoPolka/status/1126278968083189765;2019-05-08 22:13:25+00;0.0;0.0;0.0;"**** Crypto Alert Breaking****
#Bitcoin BREAKS $6,000.00!! #BTC is currently trading at $6,000.79 #usd. This is up 2.12% for the day. 
#Crypto
#cryptocurrency
#CryptoNews"
2157;1126279801864708096;crosscoinco;CrossCoin.co;/crosscoinco/status/1126279801864708096;2019-05-08 22:16:44+00;0.0;0.0;0.0;"The largest exchange premiums & discounts seen by @CrossCoinCo at 00:15 UTC: #BTC vs BRL on Negociecoins is trading at a 5.3% premium to USD markets; #ETH vs UAH on Exmo is trading at a 4.2% discount to USD markets. Visit: http://crosscoin.co "
2158;1126277901874335744;bitsmart_btc;bitsmart.io ⚡BTCbot;/bitsmart_btc/status/1126277901874335744;2019-05-08 22:09:11+00;0.0;0.0;0.0;BTC $5982.46 Up +$0.26 +0.00% in the last hour #bitcoin #bitsmart
2159;1126277942856671232;current_price_v;いまいくら？;/current_price_v/status/1126277942856671232;2019-05-08 22:09:21+00;0.0;0.0;0.0;現在の1ビットコインあたりの値段は666,761.1874円です。値段の取得日時はMay 9, 2019 00:09:00 UTCです #bitcoin #ビットコイン
2160;1126276518127308802;tr_ticker;Tr Ticker Bot;/tr_ticker/status/1126276518127308802;2019-05-08 22:03:41+00;0.0;0.0;0.0;"#Doviz
-------------------
#USD : 6.1839
#EUR : 6.9272
#GBP : 8.0460
--------------------------------------
#BTC
-------------------
#Gobaba  : 40404.89
#BtcTurk : 36493.00
#Koinim  : 36669.00
#Paribu  : 36450.00
#Koineks : 36999.99"
2162;1126276274253471744;KoinKnight;KoinKnight;/KoinKnight/status/1126276274253471744;2019-05-08 22:02:43+00;0.0;0.0;0.0;"Hurry! 10.42% direct arbitrage in #WAX.
If you buy WAX in BTC market from #CoinDCX and sell it on #Livecoin in BTC market, you can make a maximum profit of 0.00."
2163;1126276097245614080;cripto_informe;José Montaño (Criptomonedas - cripto_informe);/cripto_informe/status/1126276097245614080;2019-05-08 22:02:01+00;0.0;2.0;2.0;#Binance BTCUSDTCambio en 24H: 195.04 USDT  3.37 %Ultimo Precio: 5,989.98Promedio: 5,907.48Mas alto 24H: 6,014.72Mas bajo 24H: 5,782.00Apertura: 5,794.94Volumen 24H: 132,996,351 USDT  22,513 BTC #Criptomonedas #BuenasNoches #FelizTradinghttps://www.binance.com/?ref=28726970 
2164;1126275807586836480;FeesBitcoin;FeesBitcoin;/FeesBitcoin/status/1126275807586836480;2019-05-08 22:00:52+00;0.0;0.0;0.0;#Bitcoin $6,029.08 v #BitcoinCash $429.87 (BTC/BCH 14.0), Avg Transaction fee for #Bitcoin ~$1.66 v #BitcoinCash ~$0.00 - 2019/05/09 09:00JST
2165;1126275725571571713;cryptanalyser;cryptanalyser;/cryptanalyser/status/1126275725571571713;2019-05-08 22:00:32+00;0.0;0.0;0.0;#BTCUSD Market #1H timeframe on  May 8 at 23:00 (UTC)  is #Bullish.  #cryptocurrency #bitcoin #btc #crypto #trading #idea #report technical analysis
2166;1126275700531482624;jpy;JPY;/jpy/status/1126275700531482624;2019-05-08 22:00:26+00;0.0;0.0;0.0;"USD: 110.000
EUR: 123.160
GBP: 143.110
AUD:  76.912
NZD:  72.413
CNY:  16.215
CHF: 107.790
BTC: 654,516
ETH: 18,600
Thu May 09  09:00 JST"
2167;1126275700036521984;Crypto_Scans;Crypto Scanner;/Crypto_Scans/status/1126275700036521984;2019-05-08 22:00:26+00;0.0;0.0;0.0;"#CRYPTO 24H VOLUME

$ETH -0.35% [$170.67, #Volume: 1,083,436.71 BTC]
$LTC -0.55% [$74.51, #Volume: 425,516.41 BTC]
$EOS +0.58% [$4.89, #Volume: 276,998.00 BTC]
$BCH -0.35% [$285.38, #Volume: 241,730.84 BTC]
$XRP +0.05% [$0.30, #Volume: 156,704.35 BTC]"
2168;1126275698056761344;spd_price;スピンドル仮想通貨の価格通知BOT;/spd_price/status/1126275698056761344;2019-05-08 22:00:26+00;0.0;0.0;1.0;"05-09 00:00(GMT)
#SPINDLE price

$SPD (BTC)
Yobit   :0.00000015
HitBTC  :0.00000018
LiveCoin:0.00000012

$SPD (JPY)
Yobit   :0.10
HitBTC  :0.12
LiveCoin:0.08"
2169;1126275612648321024;marketcapbot;MarketCapBOT;/marketcapbot/status/1126275612648321024;2019-05-08 22:00:05+00;0.0;0.0;0.0;" Total Market Cap: $187,070,523,221
 1 BTC: $5,982.32
 BTC Dominance: 56.58%
 Update Time: 09-05-2019 - 03:00:05 (GMT+3)"
2170;1126275656420155394;lightningsignal;Lightning Signals;/lightningsignal/status/1126275656420155394;2019-05-08 22:00:16+00;2.0;1.0;0.0;[00:00] Most mentioned tickers in the last 4 hours: $BTC $ETH $XRP $LTC $BAT $BTT $LINK $TRX $BNB $BCHpic.twitter.com/ebaL7J5zWF
2171;1126275609523417088;BTC_Stats;BTC-Stats;/BTC_Stats/status/1126275609523417088;2019-05-08 22:00:05+00;0.0;0.0;0.0;"  2019/05/09 09:00:05
 BTCドミナンス : 56.5768%
  未承認 : 12,394
 BitFlyer SPOT/FX/乖離
　　653,899 / 654,501 / 0.092%
 BitMex 調達率
　　BTC : -0.1053% / -0.0969%
　　ETH : 0.0642% / 0.01%
 Finex FRR
　　BTC : 25.2%
　　USD : 14.933%"
2172;1126285740956979202;geromeMcnooner;g420;/geromeMcnooner/status/1126285740956979202;2019-05-08 22:40:20+00;0.0;2.0;0.0;6000.00 Achievement unlocked! #BTC #CRYPTOCURRENCYpic.twitter.com/PCSJjMfBr9
2174;1126275590712188928;short_vs_long;SHORT vs LONG(Beta);/short_vs_long/status/1126275590712188928;2019-05-08 22:00:00+00;0.0;0.0;0.0;"1H
2019/05/08 20:00 (2019/05/08 19:00)

LONG : 18299.17 BTC (+12.91 BTC)
SHORT : 32447.14 BTC (+13.8 BTC)

LS比 : 36%  vs 63% (36% vs 63%)"
2321;1126819174645411841;short_vs_long;SHORT vs LONG(Beta);/short_vs_long/status/1126819174645411841;2019-05-10 10:00:01+00;0.0;0.0;0.0;"24H
2019/05/10 08:00 (2019/05/09 08:00)
LONG : 18747.07 BTC (+19.11 BTC)
SHORT : 31470.69 BTC (-626.15 BTC)
LS比 : 37%  vs 62% (36% vs 63%)"
2350;1126819182425731074;asens_inc;ASENS inc.;/asens_inc/status/1126819182425731074;2019-05-10 10:00:03+00;0.0;0.0;0.0;"05/10 21:00現在

#Bitcoin : 691,075円↑
#NEM #XEM : 5.6101円↓
#Monacoin : 103円↓
#Ethereum : 18,850円→
#Zaif : 0.1981円↓"
2514;1126819389892747264;FeesBitcoin;FeesBitcoin;/FeesBitcoin/status/1126819389892747264;2019-05-10 10:00:52+00;0.0;0.0;0.0;#Bitcoin $6,320.86 v #BitcoinCash $450.68 (BTC/BCH 14.0), Avg Transaction fee for #Bitcoin ~$1.80 v #BitcoinCash ~$0.00 - 2019/05/10 21:00JST
2516;1126819384188706818;CriptosEnEsp;Bitcoin en Español;/CriptosEnEsp/status/1126819384188706818;2019-05-10 10:00:51+00;0.0;0.0;0.0;"#CryptoCotización
 Precios actualizados a las 14:00:47.
#bitcoin #ethereum #ripple #bitcoincash #litecoin #eos #neo #crypto #criptomonedas #emprendedores #economía #inversionpic.twitter.com/eYP0KvCUcg"
2562;1126819488006123521;BitcoinSpreads;Bitcoin Spreads;/BitcoinSpreads/status/1126819488006123521;2019-05-10 10:01:15+00;0.0;0.0;0.0;"1 #BTC (#Bitcoin) quotes:
$6282.35/$6284.19 #Bitstamp
$6283.00/$6283.10 #Kraken
⇢$-1.19/$0.75"
2608;1126819599868223488;bitcoworld;bitcoworld;/bitcoworld/status/1126819599868223488;2019-05-10 10:01:42+00;0.0;0.0;0.0;"Happy Hour 12:00 - 13:00 UTC  has been activated for 60 Minutes!

Go an Claim 10.000 #Bitcoin #Satoshi every 60 Seconds for the next 1 Hour!

Tell your Friends & benefit from our amazing 50% Referral Commission forever!

Enjoy http://bitco.world "
2905;1126820441434116102;yadio_io;yadio;/yadio_io/status/1126820441434116102;2019-05-10 10:05:03+00;0.0;0.0;0.0;"Bs/$: 5480.54 VES/USD +0.8%
Avg 24h: 5470.42 VES/USD
 May 10, 2019 8:00 AM

https://yadio.io 
6156.01 EUR  1.6702 COP
1653.05 PEN  8.0020 CLP
121.18 ARS    285.71 MXN
#bitcoin #venezuelapic.twitter.com/IwlGv9SOel"
2930;1126763692232663040;coinpricenow;Bitcoin Price;/coinpricenow/status/1126763692232663040;2019-05-10 06:19:33+00;0.0;1.0;1.0;"1 Bitcoin ( #BTC )
Dollar: 6284.91$ 

1 Bitcoin Cash ( #BCH )
Dollar: 2,86.00$ 

1 Ethereum ( #ETH )
Dollar: 172.78$ 

1 Ripple ( #XRP )
Dollar: 0.29651$ 

Date: 10 May 2019 8:19

#Bitcoin #Ethereum #cryptocurrency #crypto #altcoin #Blockchain #Ripple"
4199;1126824997060792320;infoCentBank;情報中央銀行@信用スコア研究所;/infoCentBank/status/1126824997060792320;2019-05-10 10:23:09+00;0.0;0.0;0.0;"RT @aomra_00: <これだけ見ておけばok!5/9 仮想通貨デイリーニュース5選！>

1,フェイスブックの規制緩和
2,バイナンスの今後の動き
3,ETH過去最高
4,情報銀行
5,2021年BTC

メッチャざっくりサクッとニュース180秒!!!
https://crypto-b.com/news/daily-news-0510/ …"
6128350;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128351;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128352;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128353;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128354;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128355;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128356;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128357;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128358;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128360;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128361;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128362;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128363;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128364;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128365;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128366;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128367;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128368;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128369;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
6128370;939056969872052230;guguruko;ぐぐる子;/guguruko/status/939056969872052230;2017-12-08 08:00:03+00;0.0;0.0;0.0;こんばんは。  bitcoin priceという
